SRA_number,read_number,#_contigs(>=0bp),#_contigs(>=1000bp),#_contigs(>=5000bp),#_contigs(>=10000bp),#_contigs(>=25000bp),#_contigs(>=50000bp),Total_length(>=0bp),Total_length(>=1000bp),Total_length(>=5000bp),Total_length(>=10000bp),Total_length(>=25000bp),Total_length(>=50000bp),#_contigs,Largestcontig,Totallength,GC(%),N50,N75,L50,L75
SRR3989789,6750000,637,248,144,116,69,24,5241083,5142477,4901455,4706419,3943917,2357450,298,270938,5178222,50.45,43303,25635,30,67
SRR3989789,7000000,633,247,145,116,69,24,5240568,5143843,4908367,4706440,3943961,2357450,296,270938,5178420,50.45,43303,25635,30,67
SRR3989789,7250000,629,248,144,115,67,25,5240963,5145338,4906902,4704976,3917802,2426558,294,270938,5178265,50.45,44880,25583,29,66
SRR3989789,7500000,628,246,144,115,67,25,5240595,5145210,4913321,4709281,3917722,2426471,294,270938,5179160,50.45,44880,25583,29,66
SRR3989789,7750000,636,246,143,115,67,25,5240986,5142059,4905903,4708746,3917806,2426471,296,270938,5177803,50.45,44880,25583,29,66
SRR3989789,8000000,635,244,142,113,66,27,5240579,5144270,4910568,4706527,3930633,2555866,290,270938,5176844,50.45,47339,25584,28,65
SRR3989789,8250000,639,244,143,114,67,26,5240921,5143260,4912131,4708098,3944748,2500519,291,270938,5176726,50.45,45164,25635,28,65
SRR3989789,8500000,633,243,142,113,66,27,5240564,5143341,4912153,4708121,3944831,2568696,290,270938,5176807,50.44,47339,25635,28,64
SRR3989789,8750000,617,242,142,113,66,27,5239322,5144445,4914770,4712270,3945794,2568699,288,270938,5177038,50.45,47339,25635,28,64
SRR3989789,9000000,620,242,142,113,66,27,5239218,5143495,4914772,4712271,3945795,2568698,290,270938,5177511,50.45,47339,25635,28,64
SRR3989789,9250000,623,243,140,112,66,28,5239744,5143153,4906180,4711315,3964397,2622406,292,270938,5178034,50.45,51119,25659,28,63
SRR3989789,9500000,619,243,140,112,66,28,5239645,5142653,4906068,4711203,3964285,2622293,293,270938,5178204,50.45,51119,25659,28,63
SRR3989789,9750000,612,243,141,112,66,28,5238797,5144090,4910596,4708095,3964285,2622293,293,270938,5178858,50.45,51119,25659,28,63
SRR3989789,10000000,632,246,141,113,67,27,5240537,5142524,4900710,4708021,3964211,2554116,298,270938,5178976,50.45,47323,25659,28,64
SRR3989789,10250000,620,244,140,112,66,28,5239240,5142715,4902995,4708130,3964321,2622293,295,270938,5178652,50.45,51119,25659,28,63
SRR3989789,10330595,620,244,140,112,66,28,5239353,5143565,4903007,4708142,3964333,2622293,294,270938,5178788,50.45,51119,25659,28,63
SRR3989790,250000,2972,1533,125,8,0,0,4673102,3944970,864379,101880,0,0,2185,20793,4417566,51.28,2703,1581,498,1032
SRR3989790,500000,632,477,272,175,50,4,4949408,4869154,4354695,3674762,1755130,236582,554,68753,4925221,50.74,17557,9527,85,177
SRR3989790,750000,576,282,169,131,76,23,5019871,4925688,4656284,4382985,3462878,1686448,347,124441,4970359,50.62,35702,21690,43,88
SRR3989790,1000000,505,221,128,103,70,30,5032146,4947615,4724594,4545164,3992515,2547964,271,199978,4983880,50.58,54709,30720,29,61
SRR3989790,1250000,477,205,118,96,66,36,5035660,4961128,4757287,4597108,4080767,3021088,243,199978,4987273,50.57,60482,31433,27,54
SRR3989790,1500000,476,180,110,89,66,34,5043807,4965449,4795055,4641807,4239086,3091718,223,199978,4993452,50.56,66435,35286,24,50
SRR3989790,1750000,477,174,106,86,65,35,5045395,4966397,4803846,4657462,4300170,3215547,217,199978,4994405,50.56,67197,38945,23,48
SRR3989790,2000000,476,171,104,84,62,33,5047139,4969629,4804274,4660277,4283232,3236544,210,199978,4994700,50.56,73005,39084,22,45
SRR3989790,2250000,472,170,103,84,62,33,5048425,4971575,4804197,4666714,4289730,3240384,208,199978,4996572,50.56,71898,39200,22,45
SRR3989790,2500000,472,166,100,83,61,33,5050563,4973452,4807080,4686332,4307582,3278396,203,199978,4997678,50.56,81454,40603,21,44
SRR3989790,2750000,468,166,97,82,61,35,5051073,4974178,4804504,4698546,4339699,3395897,204,199978,4998963,50.56,81454,42169,21,43
SRR3989790,3000000,472,164,95,80,61,36,5051917,4974662,4804998,4699053,4369066,3474283,201,199978,4998876,50.56,81454,42209,21,43
SRR3989790,3250000,470,162,97,82,61,35,5053324,4974778,4811257,4705312,4348334,3401299,202,199978,5001094,50.56,81454,42504,21,43
SRR3989790,3500000,482,164,98,82,61,35,5055784,4975253,4810742,4696619,4339641,3393385,203,199978,5000357,50.56,81456,42209,21,43
SRR3989790,3750000,485,164,98,82,61,35,5057120,4975177,4810825,4696795,4339794,3393349,203,199978,5000498,50.56,81456,42361,21,43
SRR3989790,4000000,490,162,98,82,61,35,5058326,4975407,4810391,4696361,4339360,3393157,201,199978,5000727,50.56,81454,42361,21,43
SRR3989790,4250000,491,164,98,82,61,35,5058966,4975176,4810768,4696738,4339737,3393292,204,199978,5000862,50.56,81454,42361,21,43
SRR3989790,4500000,483,164,98,82,61,35,5058929,4975781,4811373,4697145,4340279,3393559,205,199978,5002180,50.56,81454,42361,21,43
SRR3989790,4750000,490,162,98,82,61,35,5061476,4975407,4812980,4698752,4341886,3395166,204,199978,5002845,50.56,81454,42361,21,43
SRR3989790,5000000,505,163,98,82,61,35,5063139,4974165,4810645,4696417,4339416,3396060,205,199978,5001603,50.56,81454,42361,21,43
SRR3989790,5250000,515,164,98,82,61,35,5065458,4973487,4810264,4696036,4339035,3396183,207,199978,5001485,50.56,81454,41857,21,43
SRR3989790,5500000,524,163,99,82,61,35,5067940,4973377,4816136,4695943,4338942,3396090,207,199978,5001881,50.56,81454,41857,21,43
SRR3989790,5750000,534,162,99,82,61,35,5070893,4973868,4816374,4696183,4339184,3396332,205,199978,5001812,50.56,81454,41857,21,43
SRR3989790,6000000,541,162,98,82,61,35,5072745,4973750,4816306,4704302,4347158,3403950,205,199978,5001695,50.56,81454,41839,21,43
SRR3989790,6250000,543,163,100,83,61,35,5074422,4973779,4817877,4697695,4326603,3398160,209,199978,5003322,50.56,81454,41170,21,43
SRR3989790,6500000,552,164,101,84,62,36,5075660,4974212,4817987,4697805,4326713,3397879,209,199978,5003321,50.56,73399,41170,22,44
SRR3989790,6750000,558,164,101,83,62,36,5078651,4974135,4817910,4689591,4334736,3405902,210,199978,5004218,50.56,73399,41170,22,44
SRR3989790,7000000,560,165,100,82,61,35,5080201,4974517,4812390,4681763,4326908,3397799,211,199978,5004863,50.56,81454,39200,21,44
SRR3989790,7250000,558,167,100,82,61,35,5081554,4975223,4810638,4680105,4325105,3396141,212,199978,5004781,50.56,81454,39200,21,44
SRR3989790,7500000,558,165,99,82,61,35,5083416,4975027,4810145,4687696,4333035,3404071,215,199978,5007604,50.56,81454,41170,21,43
SRR3989790,7750000,569,166,100,82,60,35,5085637,4975036,4812041,4679900,4303463,3421477,217,199978,5008291,50.56,82083,39200,21,43
SRR3989790,8000000,572,167,100,82,60,35,5088563,4977122,4812690,4680559,4303780,3421794,218,199978,5010268,50.56,82083,39200,21,43
SRR3989790,8250000,563,167,100,82,60,35,5088664,4975215,4810678,4678547,4301768,3419477,223,199978,5012015,50.56,82083,39198,21,43
SRR3989790,8500000,568,167,100,82,60,35,5091486,4975492,4810679,4678548,4301769,3419478,224,199978,5013859,50.56,82083,39198,21,43
SRR3989790,8750000,574,167,99,83,60,35,5094180,4976521,4810640,4694815,4301719,3419428,228,199978,5017191,50.56,82083,39198,21,43
SRR3989790,9000000,576,167,99,83,60,35,5095803,4978099,4810641,4694815,4301719,3419428,226,199978,5017144,50.56,82083,39198,21,43
SRR3989790,9250000,582,165,100,83,60,35,5098746,4977497,4819172,4694815,4301719,3419428,225,199978,5017355,50.56,82083,39198,21,43
SRR3989790,9500000,581,168,99,83,60,35,5100725,4980015,4812964,4697138,4304042,3421329,229,199978,5020540,50.56,82083,39198,21,43
SRR3989790,9750000,594,169,99,83,60,35,5103860,4980596,4812395,4696757,4303402,3421413,231,199978,5022069,50.56,82083,39200,21,43
SRR3989790,10000000,613,170,99,83,60,35,5106078,4976302,4809143,4693317,4300302,3418313,237,199978,5021098,50.55,82083,39200,21,43
SRR3989790,10250000,617,171,99,83,60,35,5107880,4977487,4809285,4693460,4300445,3418960,238,199978,5022474,50.55,82083,39040,21,44
SRR3989790,10500000,620,172,97,82,60,35,5110929,4976873,4804234,4693784,4315121,3419161,245,199978,5026409,50.55,82083,41170,21,43
SRR3989790,10750000,610,173,98,83,61,35,5112289,4980224,4807783,4697324,4317360,3390093,247,199978,5030417,50.55,81454,39200,22,44
SRR3989790,11000000,612,175,98,83,61,35,5114714,4980574,4805413,4694963,4315258,3387991,251,199978,5032202,50.55,81454,39200,22,44
SRR3989790,11250000,615,174,97,82,60,35,5116344,4980330,4804033,4693583,4314920,3418960,253,199978,5033713,50.55,82083,41170,21,43
SRR3989790,11500000,617,175,98,83,61,35,5117504,4979862,4803803,4693353,4314770,3387339,256,199978,5034776,50.55,81454,39200,22,44
SRR3989790,11750000,622,175,98,83,61,35,5120175,4980597,4803905,4693455,4314792,3387361,259,199978,5037493,50.55,81454,39200,22,44
SRR3989790,12000000,619,176,98,83,61,35,5121552,4984512,4805897,4695447,4316864,3389597,258,199978,5039818,50.55,81454,39200,22,44
SRR3989790,12250000,625,177,98,83,61,35,5123807,4983915,4804112,4693653,4314990,3387723,262,199978,5041339,50.55,81454,39200,22,44
SRR3989790,12500000,624,179,98,83,61,35,5125715,4987094,4804430,4693971,4315308,3388041,263,199978,5044602,50.54,81454,39200,22,44
SRR3989790,12750000,628,180,98,83,61,35,5127931,4989857,4806306,4695847,4317184,3389917,262,199978,5045555,50.54,81454,39200,22,44
SRR3989790,13000000,625,182,98,83,61,35,5128756,4990771,4804443,4693971,4315308,3388041,265,199978,5047357,50.54,81454,39040,22,45
SRR3989790,13250000,623,184,98,83,61,35,5129826,4995165,4804338,4693866,4315283,3388016,263,199978,5048799,50.54,81454,39040,22,45
SRR3989790,13500000,621,184,98,83,61,35,5131172,4997338,4806239,4695767,4317184,3389917,262,199978,5050944,50.55,81454,39040,22,45
SRR3989790,13750000,613,185,97,83,62,35,5132972,4999234,4806753,4705973,4349086,3374221,266,199978,5055090,50.54,73400,39198,22,45
SRR3989790,14000000,612,188,97,83,62,35,5135352,5001169,4804850,4704070,4347183,3372318,272,199978,5059406,50.54,73400,39198,22,45
SRR3989790,14250000,608,190,97,83,62,35,5137573,5005889,4806753,4705973,4349086,3374199,270,199978,5062018,50.54,73400,39198,22,45
SRR3989790,14500000,608,188,97,83,62,35,5138284,5006300,4806751,4705971,4349084,3374197,269,199978,5063128,50.54,73400,39198,22,45
SRR3989790,14750000,608,189,96,83,62,35,5139681,5008025,4805057,4714253,4357366,3382481,270,199978,5064545,50.54,73400,39198,22,45
SRR3989790,14819487,608,189,96,83,62,35,5140771,5009668,4806940,4716136,4359249,3384364,270,199978,5065860,50.54,73400,39198,22,45
SRR3989791,250000,2739,1480,161,10,0,0,4741813,4119659,1091656,124560,0,0,2021,13867,4511655,51.27,3116,1798,459,935
SRR3989791,500000,733,466,273,166,50,6,5011596,4891175,4406311,3651182,1890700,367517,561,91130,4960222,50.75,18035,9368,79,174
SRR3989791,750000,795,330,183,138,71,24,5103679,4973017,4672830,4349742,3319323,1677472,415,135979,5032713,50.62,36397,15944,45,94
SRR3989791,1000000,1063,291,162,131,71,30,5146473,5012261,4751234,4530591,3562043,2131461,357,132553,5059420,50.58,40933,22623,40,81
SRR3989791,1250000,699,261,140,116,68,30,5135076,5034627,4775580,4600846,3809619,2467976,319,180957,5075102,50.57,45777,25001,32,68
SRR3989791,1500000,648,230,133,112,68,34,5142609,5044909,4835176,4676544,3948716,2732040,275,180957,5077062,50.56,55933,28240,31,63
SRR3989791,1750000,621,213,131,112,68,32,5146728,5052636,4883614,4741323,4024418,2722563,258,180957,5083973,50.55,57726,29206,29,61
SRR3989791,2000000,624,205,124,106,69,32,5150140,5056026,4885949,4753653,4156649,2801845,248,180957,5085980,50.56,58278,32383,28,57
SRR3989791,2250000,641,198,120,103,68,34,5156790,5061076,4898330,4772546,4203652,2972785,241,180957,5090572,50.55,62083,34256,27,55
SRR3989791,2500000,602,193,120,104,68,34,5159172,5062861,4907897,4789752,4211635,2981013,241,180957,5096604,50.55,62083,34256,27,55
SRR3989791,2750000,624,193,118,102,67,35,5162619,5064157,4904776,4786121,4226221,3059149,242,180957,5098493,50.55,63605,37517,27,54
SRR3989791,3000000,640,190,115,101,67,35,5166222,5066554,4905696,4801431,4242076,3071697,237,180957,5099436,50.55,65243,37898,26,53
SRR3989791,3250000,669,194,116,101,67,35,5169241,5066689,4901890,4790300,4238280,3067901,241,180957,5099511,50.55,65243,37517,26,54
SRR3989791,3500000,656,194,118,102,65,35,5170236,5067399,4911087,4796909,4196775,3113698,244,180957,5102267,50.55,66053,34256,26,53
SRR3989791,3750000,646,194,118,102,65,35,5171500,5068615,4914732,4800554,4196741,3113664,245,180957,5103998,50.55,66053,34256,26,53
SRR3989791,4000000,648,195,118,102,65,35,5173215,5070309,4914348,4800170,4196391,3113698,246,180957,5106470,50.55,66053,34256,26,53
SRR3989791,4250000,645,196,117,101,64,34,5174617,5074271,4914340,4800122,4196342,3113641,246,227294,5110093,50.55,66053,34256,25,52
SRR3989791,4500000,628,197,118,102,65,35,5174530,5078308,4914739,4800536,4196753,3113668,241,180957,5109772,50.55,66053,34256,26,53
SRR3989791,4750000,634,199,118,102,65,35,5175742,5080459,4913908,4799696,4196874,3113789,242,180957,5110776,50.55,66053,34256,26,53
SRR3989791,5000000,629,198,118,102,65,35,5175985,5080635,4914870,4800658,4196875,3113789,242,180957,5111761,50.55,66053,34256,26,53
SRR3989791,5250000,632,197,117,102,65,35,5177704,5083252,4917449,4809978,4198860,3115775,240,180957,5113936,50.55,66053,34256,26,53
SRR3989791,5500000,608,196,117,100,65,35,5177363,5084435,4918828,4793787,4211711,3115741,240,180957,5116328,50.55,66053,37517,26,53
SRR3989791,5750000,627,198,118,101,65,35,5178841,5084789,4917830,4792789,4200058,3115668,243,180957,5117398,50.55,66053,34256,26,53
SRR3989791,6000000,629,202,119,102,64,35,5179840,5090364,4917948,4792907,4171812,3115692,242,180957,5118848,50.55,66053,34232,26,53
SRR3989791,6250000,615,201,119,102,64,35,5179105,5090457,4918674,4793633,4171802,3115690,241,180957,5118922,50.55,66053,34232,26,53
SRR3989791,6500000,617,200,119,102,64,35,5179950,5091670,4921979,4796938,4171803,3115691,239,180957,5119222,50.55,66053,34232,26,53
SRR3989791,6750000,611,199,119,102,64,35,5179844,5091866,4921983,4796943,4171808,3115690,237,180957,5118713,50.55,66053,34232,26,53
SRR3989791,7000000,618,200,119,102,64,35,5181002,5091833,4921968,4796928,4171793,3115681,240,180957,5120285,50.55,66053,34232,26,53
SRR3989791,7250000,607,199,118,101,63,35,5180988,5092894,4922912,4797872,4172737,3158166,238,180957,5120427,50.55,66384,34232,25,52
SRR3989791,7500000,594,197,119,101,63,35,5180624,5093493,4929246,4797011,4171876,3158169,237,180957,5121990,50.55,66386,34232,25,52
SRR3989791,7750000,599,197,119,101,63,35,5181156,5093685,4929231,4796996,4171861,3158154,237,180957,5122182,50.55,66386,34232,25,52
SRR3989791,8000000,601,196,119,101,63,35,5181487,5094113,4931371,4797220,4171860,3158153,236,180957,5122372,50.55,66386,34232,25,52
SRR3989791,8250000,605,196,119,101,63,35,5181515,5094260,4931338,4797187,4171860,3158153,236,180957,5122519,50.54,66386,34232,25,52
SRR3989791,8500000,609,198,119,101,63,35,5181591,5095072,4928648,4796260,4171861,3158154,237,180957,5122573,50.54,66386,34232,25,52
SRR3989791,8750000,608,198,119,101,63,35,5181608,5095478,4928645,4796257,4171858,3158151,237,180957,5122979,50.54,66384,34232,25,52
SRR3989791,9000000,612,196,119,101,63,35,5182150,5094709,4929574,4797186,4171859,3158152,236,180957,5123010,50.54,66384,34232,25,52
SRR3989791,9250000,604,197,118,102,63,35,5181550,5095412,4928503,4813685,4171859,3158152,235,180957,5122250,50.54,66384,34232,25,52
SRR3989791,9500000,601,195,119,101,63,35,5181978,5094851,4931262,4798874,4171859,3158152,234,180957,5122447,50.54,66384,34232,25,52
SRR3989791,9750000,602,193,119,102,63,35,5182377,5094986,4940353,4816334,4171859,3158152,233,180957,5123287,50.54,66384,34232,25,52
SRR3989791,10000000,599,193,119,102,63,35,5182463,5095028,4940362,4816343,4171835,3158128,234,180957,5123960,50.54,66384,34232,25,52
SRR3989791,10250000,601,194,120,101,63,35,5182647,5095705,4941066,4799086,4171858,3158151,235,180957,5124637,50.54,66384,34232,25,52
SRR3989791,10500000,602,192,118,102,63,35,5182630,5095280,4937398,4816546,4171858,3158151,233,180957,5124245,50.54,66384,34232,25,52
SRR3989791,10750000,609,192,118,102,63,35,5183519,5095107,4937195,4816343,4171835,3158128,233,180957,5124279,50.54,66384,34232,25,52
SRR3989791,11000000,604,193,118,102,63,35,5183271,5096132,4933964,4816523,4171835,3158128,233,180957,5124642,50.54,66384,34232,25,52
SRR3989791,11250000,608,193,118,102,63,35,5183440,5095910,4933751,4816310,4171835,3158128,233,180957,5124420,50.54,66384,34232,25,52
SRR3989791,11500000,594,193,119,102,63,35,5182409,5097411,4943408,4816343,4171835,3158128,232,180957,5124922,50.54,66384,34232,25,52
SRR3989791,11750000,600,194,120,102,62,35,5182859,5097476,4943383,4808185,4142607,3158129,233,180957,5124987,50.54,66384,34232,25,52
SRR3989791,12000000,603,194,120,102,62,35,5182790,5097494,4943400,4808182,4142607,3158129,233,180957,5125005,50.54,66384,34232,25,52
SRR3989791,12250000,605,195,120,102,62,35,5183125,5098518,4943398,4808180,4142606,3158128,233,180957,5125131,50.54,66384,34232,25,52
SRR3989791,12500000,610,196,120,102,62,35,5183456,5098282,4941749,4808195,4142606,3158128,234,180957,5124895,50.54,66384,34232,25,52
SRR3989791,12750000,607,196,120,102,62,35,5183309,5098281,4941751,4808195,4142606,3158128,234,180957,5124894,50.54,66384,34232,25,52
SRR3989791,13000000,616,196,119,102,62,35,5184071,5097990,4936430,4808195,4142606,3158128,234,180957,5124603,50.54,66384,34232,25,52
SRR3989791,13250000,612,196,120,102,62,35,5183839,5098616,4941720,4808162,4142606,3158128,234,180957,5125251,50.54,66384,34232,25,52
SRR3989791,13500000,611,197,119,102,62,35,5183783,5098730,4935451,4807213,4142606,3158128,234,180957,5124607,50.54,66384,34232,25,52
SRR3989791,13750000,609,197,120,102,62,35,5183545,5099098,4940772,4807213,4142606,3158128,234,180957,5124975,50.54,66384,34232,25,52
SRR3989791,14000000,608,197,120,102,62,35,5183490,5099392,4940771,4807212,4142606,3158128,234,180957,5125269,50.54,66384,34232,25,52
SRR3989791,14250000,605,196,120,102,62,35,5183325,5098634,4941732,4808173,4142606,3158128,234,180957,5125269,50.54,66384,34232,25,52
SRR3989791,14500000,597,195,119,102,63,35,5182871,5098582,4941680,4817410,4168176,3158128,233,180957,5125217,50.54,66384,34232,25,52
SRR3989791,14750000,613,195,119,102,63,35,5183842,5098527,4941647,4817377,4168110,3158150,233,180957,5125162,50.54,66384,34232,25,52
SRR3989791,15000000,608,196,119,102,63,35,5183648,5099287,4940678,4816418,4168112,3158152,233,180957,5125164,50.54,66384,34232,25,52
SRR3989791,15250000,587,194,119,102,63,35,5182473,5099018,4943641,4816277,4167010,3157050,232,180957,5125653,50.54,66384,34232,25,52
SRR3989791,15500000,601,196,119,102,63,35,5183054,5099273,4940622,4816362,4168089,3158129,233,180957,5125150,50.54,66384,34232,25,52
SRR3989791,15750000,600,195,119,102,63,35,5183106,5098622,4941616,4817356,4168089,3158129,233,180957,5125257,50.54,66384,34232,25,52
SRR3989791,16000000,593,195,119,102,63,35,5182716,5098625,4941616,4817356,4168054,3158094,233,180957,5125260,50.54,66384,34232,25,52
SRR3989791,16250000,594,196,119,102,63,35,5182569,5098533,4940622,4816363,4168053,3158093,233,180957,5124410,50.54,66384,34232,25,52
SRR3989791,16500000,596,196,119,102,63,35,5182836,5098811,4939720,4815461,4167151,3157191,233,180957,5124688,50.54,66384,34232,25,52
SRR3989791,16750000,596,197,120,103,62,35,5182832,5099216,4939762,4815503,4141681,3157203,234,180957,5125093,50.54,66384,34232,25,52
SRR3989791,17000000,588,197,120,103,62,35,5182413,5099388,4940653,4816394,4142572,3158094,234,180957,5125265,50.54,66384,34232,25,52
SRR3989791,17250000,582,197,120,103,62,35,5182103,5099377,4940643,4816384,4142562,3158084,234,180957,5125067,50.54,66384,34232,25,52
SRR3989791,17500000,589,196,120,103,62,35,5182802,5098968,4942209,4817940,4143157,3158679,234,180957,5125416,50.54,66384,34232,25,52
SRR3989791,17750000,587,194,119,102,63,35,5182852,5099018,4943962,4817941,4168639,3158679,232,180957,5125466,50.54,66384,34232,25,52
